id,u,x,Z,T,R,R2,ZR,ZR2,Y
1,0.200214452575892,-0.824102748651058,0,0.667381508586307,-0.824102748651058,0.679145340334228,0,0,0.66199195390771
2,0.685218595666811,0.788545409683138,1,1.31391394675011,0.788545409683138,0.621803863132348,0.788545409683138,0.621803863132348,1.31410898199399
3,0.91687577450648,0.959025167860091,1,1.48765683087986,0.959025167860091,0.919729272589075,0.959025167860091,0.919729272589075,1.48181473860996
4,0.284399457275867,-0.583450659643859,0,0.947998190919558,-0.583450659643859,0.340414672238854,0,0,0.943567735015788
5,0.104650127934292,-0.296253714710474,0,0.348833759780973,-0.296253714710474,0.0877662634797549,0,0,0.343267823311842
6,0.701057459227741,-0.792204480152577,0,1.32579309442081,-0.792204480152577,0.627587938373815,0,0,1.32975040840031
7,0.527959984261543,0.53162702312693,1,1.19596998819616,0.53162702312693,0.282627291718801,0.53162702312693,0.282627291718801,1.19777542012279
8,0.807935200864449,0.318195973522961,1,1.40595140064834,0.318195973522961,0.101248677566225,0.318195973522961,0.101248677566225,1.40681820381107
9,0.9565001251176,0.803970962762833,1,1.5173750938382,0.803970962762833,0.646369308965796,0.803970962762833,0.646369308965796,1.52338812356033
10,0.110453018685803,-0.986925115808845,0,0.368176728952676,-0.986925115808845,0.974021184214301,0,0,0.366381121575823
11,0.273284949595109,0.808883053250611,1,1.00496371219633,0.808883053250611,0.654291793836031,0.808883053250611,0.654291793836031,0.999038265310736
12,0.490513201802969,0.307542264927179,1,1.16788490135223,0.307542264927179,0.0945822447165389,0.307542264927179,0.0945822447165389,1.16568790760113
13,0.318404018646106,-0.518297358416021,0,1.03880301398458,-0.518297358416021,0.268632151741025,0,0,1.04319360557154
14,0.559172826586291,-0.608347974717617,0,1.21937961993972,-0.608347974717617,0.370087258343026,0,0,1.2229556087124
15,0.262593138730153,0.712026882916689,1,0.996944854047615,0.712026882916689,0.506982281996056,0.712026882916689,0.506982281996056,1.00008223384591
16,0.201875211205333,0.1984619544819,1,0.951406408404,0.1984619544819,0.0393871473767756,0.1984619544819,0.0393871473767756,0.955146645446679
17,0.387525747064501,0.816045687068254,1,1.09064431029838,0.816045687068254,0.665930563382698,0.816045687068254,0.665930563382698,1.08732485390311
18,0.887869771569967,0.622892815154046,1,1.46590232867748,0.622892815154046,0.387995459170532,0.622892815154046,0.387995459170532,1.46576786618719
19,0.55492255394347,-0.655989264138043,0,1.2161919154576,-0.655989264138043,0.430321914664371,0,0,1.21009308629868
20,0.842179385246709,0.455365360248834,1,1.43163453893503,0.455365360248834,0.20735761131455,0.455365360248834,0.20735761131455,1.44050618700184
21,0.890207114629448,0.96268471237272,1,1.46765533597209,0.96268471237272,0.926761855436147,0.96268471237272,0.926761855436147,1.47913572425021
22,0.720700970385224,-0.608981767203659,0,1.34052572778892,-0.608981767203659,0.370858792786491,0,0,1.33700907088996
23,0.211340273730457,-0.48931801551953,0,0.704467579101523,-0.48931801551953,0.239432120311971,0,0,0.704260402194928
24,0.225717290770263,-0.629153936635703,0,0.752390969234208,-0.629153936635703,0.395834675984202,0,0,0.749329161674937
25,0.139983697095886,0.560118516907096,1,0.904987772821914,0.560118516907096,0.313732752982205,0.560118516907096,0.313732752982205,0.903705949555177
26,0.479913854040206,0.960035030730069,1,1.15993539053015,0.960035030730069,0.921667260228884,0.960035030730069,0.921667260228884,1.15657969195809
27,0.437411859631538,-0.965713269077241,0,1.12805889472365,-0.965713269077241,0.932602118071852,0,0,1.12625858188448
28,0.965964139439166,0.526142736431211,1,1.52447310457937,0.526142736431211,0.276826179099323,0.526142736431211,0.276826179099323,1.5281402343475
29,0.141913911094889,-0.414742336142808,0,0.473046370316297,-0.414742336142808,0.172011205389194,0,0,0.46758472212214
30,0.954978888388723,0.526730996090919,1,1.51623416629154,0.526730996090919,0.277445542242932,0.526730996090919,0.277445542242932,1.51456919597504
31,0.444730556104332,-0.363248029258102,0,1.13354791707825,-0.363248029258102,0.131949130759895,0,0,1.12291295101187
32,0.0593624736648053,-0.876756384037435,0,0.197874912216018,-0.876756384037435,0.768701756950398,0,0,0.201690731647823
33,0.275149184744805,-0.240055985283107,0,0.91716394914935,-0.240055985283107,0.0576268760702431,0,0,0.916846755692127
34,0.0311482592951506,0.0472469902597368,1,0.823361194471363,0.0472469902597368,0.00223227808860366,0.0472469902597368,0.00223227808860366,0.824703056708026
35,0.0144823438022286,0.214671342633665,1,0.810861757851671,0.214671342633665,0.0460837853481402,0.214671342633665,0.0460837853481402,0.809037210646043
36,0.487169028958306,-0.681476812344044,0,1.16537677171873,-0.681476812344044,0.4644106457626,0,0,1.16145603893797
37,0.595151623012498,-0.338573003187776,0,1.24636371725937,-0.338573003187776,0.11463167848759,0,0,1.24483862599722
38,0.597853036830202,-0.0999401556327939,0,1.24838977762265,-0.0999401556327939,0.00998803470790707,0,0,1.25564357673454
39,0.397680514957756,0.524391461629421,1,1.09826038621832,0.524391461629421,0.27498640502984,0.524391461629421,0.27498640502984,1.09933635675765
40,0.396830396959558,-0.457749319728464,0,1.09762279771967,-0.457749319728464,0.209534439711871,0,0,1.10119129729509
41,0.816076069371775,-0.339941887650639,0,1.41205705202883,-0.339941887650639,0.11556048697948,0,0,1.41721829054153
42,0.235198754351586,-0.888503735885024,0,0.783995847838621,-0.888503735885024,0.789438888681645,0,0,0.78063381832515
43,0.826870246091858,0.86402846314013,1,1.42015268456889,0.86402846314013,0.746545185116295,0.86402846314013,0.746545185116295,1.42777753402263
44,0.533475931501016,0.907070943620056,1,1.20010694862576,0.907070943620056,0.822777696759779,0.907070943620056,0.822777696759779,1.19342211637837
45,0.928942713653669,-0.366966237779707,0,1.49670703524025,-0.366966237779707,0.134664219670192,0,0,1.499811839348
46,0.549794725608081,0.188521860633045,1,1.21234604420606,0.188521860633045,0.0355404919365454,0.188521860633045,0.0355404919365454,1.21176485473763
47,0.760142526822165,0.483504154253751,1,1.37010689511662,0.483504154253751,0.233776267180635,0.483504154253751,0.233776267180635,1.37308533237181
48,0.0685097624082118,0.313572347629815,1,0.851382321806159,0.313572347629815,0.0983276171980738,0.313572347629815,0.0983276171980738,0.843909169144054
49,0.793609339045361,-0.945391446817666,0,1.39520700428402,-0.945391446817666,0.893764987716,0,0,1.38822539206307
50,0.63280342775397,0.203031335957348,1,1.27460257081548,0.203031335957348,0.0412217233806257,0.203031335957348,0.0412217233806257,1.27913412721594
51,0.384576936485246,0.591212725266814,1,1.08843270236393,0.591212725266814,0.349532486517414,0.591212725266814,0.349532486517414,1.0872002991959
52,0.566272675059736,0.11675701290369,1,1.2247045062948,0.11675701290369,0.0136322000621925,0.11675701290369,0.0136322000621925,1.22955100842592
53,0.921990567352623,0.191743655130267,1,1.49149292551447,0.191743655130267,0.0367656292827148,0.191743655130267,0.0367656292827148,1.49361592305204
54,0.9758776135277,0.628858443815261,1,1.53190821014578,0.628858443815261,0.395462942357752,0.628858443815261,0.395462942357752,1.53557539123735
55,0.933033839333802,0.516949378885329,1,1.49977537950035,0.516949378885329,0.267236660329927,0.516949378885329,0.267236660329927,1.50346545118541
56,0.381162660429254,-0.1463582534343,0,1.08587199532194,-0.1463582534343,0.0214207383483389,0,0,1.08671943461817
57,0.25556407077238,0.625389636494219,1,0.991673053079285,0.625389636494219,0.391112197434372,0.625389636494219,0.391112197434372,0.981411965208812
58,0.257483700523153,0.856847194954753,1,0.993112775392365,0.856847194954753,0.734187115501828,0.856847194954753,0.734187115501828,0.982663719908004
59,0.196886381134391,-0.0714661651290953,0,0.656287937114636,-0.0714661651290953,0.00510741275825912,0,0,0.671246558287067
60,0.136400904972106,0.770839083939791,1,0.90230067872908,0.770839083939791,0.594192893329136,0.770839083939791,0.594192893329136,0.905267230432068
61,0.623966502491385,-0.0854242257773876,0,1.26797487686854,-0.0854242257773876,0.0072972983496661,0,0,1.27323981703651
62,0.173745283158496,0.167749623768032,1,0.930308962368872,0.167749623768032,0.0281399362743162,0.167749623768032,0.0281399362743162,0.926372426878139
63,0.86643457855098,0.597604990936816,1,1.44982593391323,0.597604990936816,0.357131725192592,0.597604990936816,0.357131725192592,1.45805423377416
64,0.98933568620123,-0.834636390674859,0,1.54200176465092,-0.834636390674859,0.696617904638756,0,0,1.54098519339858
65,0.986635761801153,0.366142133250833,1,1.53997682135087,0.366142133250833,0.13406006174147,0.366142133250833,0.13406006174147,1.53228462392105
66,0.892013083212078,0.784174932632595,1,1.46900981240906,0.784174932632595,0.614930324969335,0.784174932632595,0.614930324969335,1.46911180430282
67,0.888217610539869,0.846458154730499,1,1.4661632079049,0.846458154730499,0.716491407709761,0.846458154730499,0.716491407709761,1.46498672775278
68,0.157343514729291,0.546917164232582,1,0.918007636046968,0.546917164232582,0.299118384532209,0.546917164232582,0.299118384532209,0.918750778662761
69,0.930459470953792,-0.897214394528419,0,1.49784460321534,-0.897214394528419,0.804993669748997,0,0,1.49687920495548
70,0.826930246781558,-0.973169005010277,0,1.42019768508617,-0.973169005010277,0.947057912312693,0,0,1.41628029912757
71,0.829343417659402,0.570265596732497,1,1.42200756324455,0.570265596732497,0.325202850816671,0.570265596732497,0.325202850816671,1.41851654447365
72,0.717340295435861,0.503948486410081,1,1.3380052215769,0.503948486410081,0.253964076955012,0.503948486410081,0.253964076955012,1.34097681692649
73,0.156359620392323,-0.853472814895213,0,0.521198734641075,-0.853472814895213,0.728415845765158,0,0,0.522705083992008
74,0.835461407201365,-0.397605866659433,0,1.42659605540102,-0.397605866659433,0.158090425201999,0,0,1.43497962871526
75,0.0227246168069541,-0.384348363149911,0,0.0757487226898472,-0.384348363149911,0.147723664256016,0,0,0.0715093597643438
76,0.919127090135589,0.913184043485671,1,1.48934531760169,0.913184043485671,0.83390509727684,0.913184043485671,0.83390509727684,1.48393201814809
77,0.0390189492609352,0.542484414763749,1,0.829264211945701,0.542484414763749,0.294289340261567,0.542484414763749,0.294289340261567,0.828581106025978
78,0.700119586894289,0.00614302698522806,1,1.32508969017072,0.00614302698522806,3.77367805412402e-05,0.00614302698522806,3.77367805412402e-05,1.3269081059422
79,0.443299840670079,-0.550183214247227,0,1.13247488050256,-0.550183214247227,0.30270156923941,0,0,1.12516660413671
80,0.313868451630697,0.573610354214907,1,1.03540133872302,0.573610354214907,0.329028838462551,0.573610354214907,0.329028838462551,1.03174175490764
81,0.939436482265592,0.874436323065311,1,1.50457736169919,0.874436323065311,0.764638883095981,0.874436323065311,0.764638883095981,1.49956295965742
82,0.823745482368395,0.749695335049182,1,1.4178091117763,0.749695335049182,0.562043095394506,0.749695335049182,0.562043095394506,1.42223681835237
83,0.21115410537459,0.273387186229229,1,0.958365579030942,0.273387186229229,0.0747405535943351,0.273387186229229,0.0747405535943351,0.953225186053226
84,0.0916294408962131,0.308609904721379,1,0.86872208067216,0.308609904721379,0.0952400732921388,0.308609904721379,0.0952400732921388,0.874905828109312
85,0.47027487680316,-0.566552753560245,0,1.15270615760237,-0.566552753560245,0.320982022566696,0,0,1.1476750030992
86,0.0500614177435637,0.167346733622253,1,0.837546063307673,0.167346733622253,0.0280049292540373,0.167346733622253,0.0280049292540373,0.839414959387707
87,0.970998018281534,-0.824864658061415,0,1.52824851371115,-0.824864658061415,0.680401704118775,0,0,1.52760612619292
88,0.78315553558059,-0.884075370617211,0,1.38736665168544,-0.884075370617211,0.781589260931959,0,0,1.3878838865667
89,0.323990452336147,0.79084465559572,1,1.04299283925211,0.79084465559572,0.625435269284313,0.79084465559572,0.625435269284313,1.03894990785474
90,0.611486446345225,-0.571015470661223,0,1.25861483475892,-0.571015470661223,0.326058667734458,0,0,1.25318705715243
91,0.713018075795844,-0.121331988833845,0,1.33476355684688,-0.121331988833845,0.0147214515143762,0,0,1.33143009686097
92,0.335996784735471,-0.0138731980696321,0,1.0519975885516,-0.0138731980696321,0.000192465624679243,0,0,1.06298735623202
93,0.187537162331864,-0.00302295340225101,0,0.625123874439548,-0.00302295340225101,9.13824727218093e-06,0,0,0.623862526791276
94,0.396902390290052,-0.654158477205783,0,1.09767679271754,-0.654158477205783,0.427923313300189,0,0,1.09420334673037
95,0.322670334018767,-0.702265080995858,0,1.04200275051408,-0.702265080995858,0.493176243986119,0,0,1.04258003263852
96,0.815956362290308,-0.995868626516312,0,1.41196727171773,-0.995868626516312,0.991754321279486,0,0,1.40686047575368
97,0.234432047000155,-0.573573250789195,0,0.781440156667183,-0.573573250789195,0.328986274020885,0,0,0.784043003530349
98,0.625406510196626,-0.493907365016639,0,1.26905488264747,-0.493907365016639,0.24394448521768,0,0,1.27473727727288
99,0.472410775022581,0.0771762877702713,1,1.15430808126694,0.0771762877702713,0.00595617939399973,0.0771762877702713,0.00595617939399973,1.16006791765724
100,0.455700200982392,0.173054327256978,1,1.14177515073679,0.173054327256978,0.0299478001823651,0.173054327256978,0.0299478001823651,1.14802307244944
101,0.928300311788917,-0.17441202653572,0,1.49622523384169,-0.17441202653572,0.0304195550002966,0,0,1.49445481789066
102,0.720733121968806,-0.882217039819807,0,1.3405498414766,-0.882217039819807,0.778306905348423,0,0,1.3390040841626
103,0.574454311281443,-0.0465850117616355,0,1.23084073346108,-0.0465850117616355,0.00217016332083172,0,0,1.24090815001304
