id,u,R,Z,T,Y
1,0.200214452575892,-0.718926497269422,0,0.667381508586307,0.665277675565806
2,0.685218595666811,0.197811382822692,1,1.31391394675011,1.31416264507667
3,0.91687577450648,0.0311152278445661,1,1.48765683087986,1.48816077381819
4,0.284399457275867,0.640443896409124,1,1.0132995929569,1.01658187547903
5,0.104650127934292,-0.757361982949078,0,0.348833759780973,0.347428569802769
6,0.701057459227741,0.0659325406886637,1,1.32579309442081,1.32918400338624
7,0.527959984261543,-0.624431603588164,0,1.19596998819616,1.19445778009339
8,0.807935200864449,-0.310360953211784,0,1.40595140064834,1.40436299715018
9,0.9565001251176,-0.734371999744326,0,1.5173750938382,1.51594220545814
10,0.110453018685803,-0.537611328531057,0,0.368176728952676,0.368607640879719
11,0.273284949595109,0.571326030883938,1,1.00496371219633,1.01741358499902
12,0.490513201802969,-0.405008087400347,0,1.16788490135223,1.15775794079117
13,0.318404018646106,0.281965123023838,1,1.03880301398458,1.02825604700603
14,0.559172826586291,0.0457650497555733,1,1.21937961993972,1.21467994023541
15,0.262593138730153,0.137632036581635,1,0.996944854047615,0.99496835490725
16,0.201875211205333,-0.258247112389654,0,0.672917370684445,0.67575761236266
17,0.387525747064501,0.770871152635664,1,1.09064431029838,1.08130812114976
18,0.887869771569967,-0.163108078762889,0,1.46590232867748,1.46842674100665
19,0.55492255394347,-0.280495780985802,0,1.2161919154576,1.22548320246236
20,0.842179385246709,0.256399318110198,1,1.43163453893503,1.43929034526516
21,0.890207114629448,-0.764017886482179,0,1.46765533597209,1.46906935873377
22,0.720700970385224,-0.252037538215518,0,1.34052572778892,1.34401116163882
23,0.211340273730457,-0.339627359528095,0,0.704467579101523,0.712312200177423
24,0.225717290770263,-0.707798157352954,0,0.752390969234208,0.754511379803498
25,0.139983697095886,0.620120486244559,1,0.904987772821914,0.903213091009025
26,0.479913854040206,-0.207139438949525,0,1.15993539053015,1.16306438245547
27,0.437411859631538,0.5255131511949,1,1.12805889472365,1.13036178135518
28,0.965964139439166,-0.826679744292051,0,1.52447310457937,1.52672598644297
29,0.141913911094889,0.469652700703591,1,0.906435433321167,0.907096057805289
30,0.954978888388723,0.710536194033921,1,1.51623416629154,1.51394313596253
31,0.444730556104332,0.545568446628749,1,1.13354791707825,1.13689598450104
32,0.0593624736648053,-0.82015064265579,0,0.197874912216018,0.199224403012923
33,0.275149184744805,-0.493240091018379,0,0.91716394914935,0.918324672651337
34,0.0311482592951506,-0.805163093842566,0,0.103827530983835,0.105527569986703
35,0.0144823438022286,-0.0214545172639191,0,0.0482744793407619,0.0430481252410643
36,0.487169028958306,-0.327177455183119,0,1.16537677171873,1.17190018073037
37,0.595151623012498,-0.777446335181594,0,1.24636371725937,1.24797069470969
38,0.597853036830202,-0.726577033288777,0,1.24838977762265,1.24601308238652
39,0.397680514957756,0.923991366289556,1,1.09826038621832,1.09980774602686
40,0.396830396959558,-0.636821642518044,0,1.09762279771967,1.09523299721775
41,0.816076069371775,0.978328556288034,1,1.41205705202883,1.41771011003556
42,0.235198754351586,-0.659053212963045,0,0.783995847838621,0.779836392479339
43,0.826870246091858,-0.51815073331818,0,1.42015268456889,1.41920444425823
44,0.533475931501016,-0.176630582660437,0,1.20010694862576,1.20194782683313
45,0.928942713653669,-0.033051204867661,0,1.49670703524025,1.49837242241278
46,0.549794725608081,0.940140831749886,1,1.21234604420606,1.20474592174523
47,0.760142526822165,-0.459701393265277,0,1.37010689511662,1.37141258548948
48,0.0685097624082118,-0.410058666486293,0,0.228365874694039,0.226337148691708
49,0.793609339045361,-0.202330719213933,0,1.39520700428402,1.39680257374719
50,0.63280342775397,-0.735256516374648,0,1.27460257081548,1.2757998631677
51,0.384576936485246,-0.497868476901203,0,1.08843270236393,1.09258718501132
52,0.566272675059736,-0.0135266212746501,0,1.2247045062948,1.21861465082775
53,0.921990567352623,-0.281199655961245,0,1.49149292551447,1.49004487656248
54,0.9758776135277,0.129459256771952,1,1.53190821014578,1.52934704134193
55,0.933033839333802,0.536701324395835,1,1.49977537950035,1.50563908831657
56,0.381162660429254,-0.476374953985214,0,1.08587199532194,1.08870913195514
57,0.25556407077238,-0.725311757996678,0,0.851880235907932,0.857540543800269
58,0.257483700523153,0.124243983533233,1,0.993112775392365,0.984255071220128
59,0.196886381134391,-0.260861241724342,0,0.656287937114636,0.6602015563671
60,0.136400904972106,0.645158391445875,1,0.90230067872908,0.902065296214352
61,0.623966502491385,-0.966579360887408,0,1.26797487686854,1.27006153358081
62,0.173745283158496,0.321004474535584,1,0.930308962368872,0.933209498642412
63,0.86643457855098,0.554634341970086,1,1.44982593391323,1.45020837472323
64,0.98933568620123,-0.455814719665796,0,1.54200176465092,1.53624901236556
65,0.986635761801153,-0.050582820083946,0,1.53997682135087,1.54157797550681
66,0.892013083212078,-0.44916105736047,0,1.46900981240906,1.46029400082127
67,0.888217610539869,0.211587341502309,1,1.4661632079049,1.4555940547136
68,0.157343514729291,0.969424530863762,1,0.918007636046968,0.91143681262767
69,0.930459470953792,-0.284820998553187,0,1.49784460321534,1.49765323829684
70,0.826930246781558,0.375856353435665,1,1.42019768508617,1.42279973246703
71,0.829343417659402,-0.567045878153294,0,1.42200756324455,1.42230080077875
72,0.717340295435861,-0.653671112377197,0,1.3380052215769,1.33446104415796
73,0.156359620392323,-0.23964775679633,0,0.521198734641075,0.519788728015986
74,0.835461407201365,0.594294206704944,1,1.42659605540102,1.42910816216119
75,0.0227246168069541,0.853153256233782,1,0.817043462605216,0.82227769364717
76,0.919127090135589,-0.281968344934285,0,1.48934531760169,1.48682498782331
77,0.0390189492609352,0.170384018681943,1,0.829264211945701,0.821714662590743
78,0.700119586894289,0.439544643741101,1,1.32508969017072,1.32785981412654
79,0.443299840670079,0.524587238207459,1,1.13247488050256,1.1331658728796
80,0.313868451630697,0.633611930068582,1,1.03540133872302,1.03334004987813
81,0.939436482265592,0.698043901473284,1,1.50457736169919,1.50914609493164
82,0.823745482368395,0.179757109377533,1,1.4178091117763,1.41807067281595
83,0.21115410537459,-0.498674666509032,0,0.703847017915299,0.711867395499074
84,0.0916294408962131,-0.748357803095132,0,0.305431469654044,0.304636519547639
85,0.47027487680316,0.872733389958739,1,1.15270615760237,1.16148448434485
86,0.0500614177435637,0.05354811437428,1,0.837546063307673,0.839368459002749
87,0.970998018281534,-0.818766407202929,0,1.52824851371115,1.52900625398748
88,0.78315553558059,-0.503057841211557,0,1.38736665168544,1.39086527524101
89,0.323990452336147,0.465374602004886,1,1.04299283925211,1.04124139363397
90,0.611486446345225,0.302827585488558,1,1.25861483475892,1.26966175146292
91,0.713018075795844,-0.0925359921529889,0,1.33476355684688,1.33241626108104
92,0.335996784735471,0.055541155859828,1,1.0519975885516,1.0495910192733
93,0.187537162331864,0.448615966830403,1,0.940652871748898,0.939000413187067
94,0.396902390290052,-0.509258339181542,0,1.09767679271754,1.09770335929652
95,0.322670334018767,-0.864989109802991,0,1.04200275051408,1.03877074281294
96,0.815956362290308,0.335404685232788,1,1.41196727171773,1.41353688988169
97,0.234432047000155,-0.837382576894015,0,0.781440156667183,0.784224922857219
98,0.625406510196626,-0.617866531945765,0,1.26905488264747,1.26254775619412
99,0.472410775022581,0.635228884406388,1,1.15430808126694,1.16027813475767
100,0.455700200982392,0.479452359490097,1,1.14177515073679,1.14650960119028
101,0.928300311788917,-0.194689805153757,0,1.49622523384169,1.49630625994978
102,0.720733121968806,-0.395761437248439,0,1.3405498414766,1.33685123841423
103,0.574454311281443,0.667604681570083,1,1.23084073346108,1.22837371689927
104,0.920237743994221,0.794768200721592,1,1.49017830799567,1.48094520440809
105,0.846614957088605,0.328871342819184,1,1.43496121781645,1.43242940152871
106,0.398565686307848,0.120734170544893,1,1.09892426473089,1.10682684107858
107,0.276980596594512,0.536707588005811,1,1.00773544744588,1.01737763663558
108,0.519526574993506,-0.460143637377769,0,1.18964493124513,1.19461586347133
109,0.455332157900557,0.539494261145592,1,1.14149911842542,1.13682048632244
110,0.316483080619946,-0.740113342646509,0,1.03736231046496,1.0437408544732
111,0.177495151991025,0.134587066248059,1,0.933121363993268,0.929798750014216
112,0.515462208539248,0.943982456345111,1,1.18659665640444,1.18512437141439
113,0.77436661021784,-0.959851474501193,0,1.38077495766338,1.37949487821152
114,0.295924691483378,0.444393350742757,1,1.02194351861253,1.030347638618
115,0.455170246772468,-0.963365236762911,0,1.14137768507935,1.14438597664102
116,0.392932742601261,0.881809025071561,1,1.09469955695095,1.09868723331247
117,0.474448915105313,0.997225938830525,1,1.15583668632898,1.15515588813864
118,0.103138505946845,-0.00479000806808472,0,0.343795019822816,0.343653525975761
119,0.592226177686825,0.447026509791613,1,1.24416963326512,1.24732805439335
120,0.186155721545219,0.908389860764146,1,0.939616791158915,0.943860855573151
121,0.12785636424087,0.707653529942036,1,0.895892273180652,0.894590046933213
122,0.981889165006578,-0.866112693212926,0,1.53641687375493,1.53326019019277
123,0.803677479503676,-0.56889787549153,0,1.40275810962776,1.40335227232762
